thepairofspadesranch,7223461972782648582,jucysantos44,18754
thepairofspadesranch,7135179664196111662,mortenson_custom_const,0
thepairofspadesranch,7134515208873315630,waggish_fun,1
thepairofspadesranch,6913719469361614085,waggish_fun,0
trentallen90,7303619459485306118,celinaspookyboo,49165
trentallen90,7330637520880930090,iamafiyamusic,6435
trentallen90,7435095982100106542,albarrycomedy,15080
trentallen90,7320274461721120042,dash_and_furrious,55197
trentallen90,7306529634861010207,aarongoldyboy,5872
trentallen90,7303998592476351787,.justlaughandlike,74607
trentallen90,7305839221812579627,joshwolfcomedy,11071
trentallen90,7313218455770172718,carly.rae.hanson,115263
trentallen90,7303300961357794591,barrrrrrrr_none,994
trentallen90,7303649249538034990,chrisdmowrey,6003
trentallen90,7433195966523755822,carlylepard,23607
trentallen90,7310314668243881249,gbnews,13333
trentallen90,7338085799264750894,happy43532,26311
trentallen90,7320030109035973930,itstrevorabney,88521
trentallen90,7321874385214754078,softcatmemes3,46196
trentallen90,7316291875328101675,friedpeachez,35560
circularityboss,7475746901783022870,pissedmagistus,7971
circularityboss,7475082453904919854,drbonniegoff,37197
circularityboss,7476914474566389015,dr.karanr,21837
circularityboss,7466182817240861998,autismdad_memes,5158
circularityboss,7470607693649136929,bbcnews,4380
circularityboss,7471360591622311174,wizard_bisan19,444
circularityboss,7447989880950361374,mizlizardbrain,1624
circularityboss,7473949082386582830,nowthisimpact,68249
circularityboss,7471307251953831190,world_peace_berlin,2963
circularityboss,7477358629088218399,hankgreen1,3456
circularityboss,7470830420146294038,itvnews,566
circularityboss,7471609558578842902,localwinemum,4037
circularityboss,7471389011999853846,elliesleightholm,322
circularityboss,7476534151177456926,joeycontino2,19100
circularityboss,7473926146095107350,itskarimy,3675
circularityboss,7475413436277525782,olimould,2462
circularityboss,7470747119876345095,wil_dasovich,33883
circularityboss,7475183809986579758,oespoodle,33690
finessetraveler,7376478172235255070,dellara,16119
the.organic.skin.co,7469290875953138952,nish1p,13
the.organic.skin.co,7446894986852830481,yogawithjessnz,0
the.organic.skin.co,7384978494163324203,annahdearmas,54188
the.organic.skin.co,7477059608532552968,nish1p,3
the.organic.skin.co,7430572606413163822,dereksheeran,2986
the.organic.skin.co,7361549252654419230,soulsnatcheralice,1
the.organic.skin.co,7207881778483465518,kate.instates,2577
the.organic.skin.co,7314772720573500702,vickyyelenaa,4
the.organic.skin.co,7359484510263659794,best.apps.foryou,0
the.organic.skin.co,7128092563193679150,sarah_wolak,287
the.organic.skin.co,7370107229502016785,rayananesa,6
the.organic.skin.co,7343259273771765022,pgray_ugc,5
megan_talks,7414210404655762734,viennaayla,51060
megan_talks,7388059557559340334,derek_hinz,128872
megan_talks,7429971567091698986,marthahegs,53266
megan_talks,7433437073182428459,im.arimc,2671
megan_talks,7423224040287898911,superkeara,566
megan_talks,7422466189722684718,alannanbrownn,3166
megan_talks,7431931622494047519,robbnwa,9759
megan_talks,7428343080920567083,kadyroxz,2631
megan_talks,7434204767515151648,mubi,62124
megan_talks,7458852994977893678,sarahschauer,8154
megan_talks,7417179307044392235,daturajonez,319
megan_talks,7423079712798313771,gastronautsshow,5331
megan_talks,7421922153613905182,lival0022,71308
megan_talks,7414990642243325215,mochaeinstein27,28
megan_talks,7417135244102454559,bennydrama7,4011
megan_talks,7415923126564834603,rynnstar,199
megan_talks,7439828728135421215,booboothafoocloset,139224
megan_talks,7416868462116556063,gilmore..study,2495
an_angry_flyy,7213295416752770350,whatgeekofficial,4
an_angry_flyy,7227975792611888390,obiwanclip,34475
an_angry_flyy,7232871781118250283,dinocornel,16196
an_angry_flyy,7226446610115480878,gojira_2007,26032
shen.bapiro,7246937830851677483,poweristakennotgiven,555
shen.bapiro,7234629702420352298,docudubery,49102
shen.bapiro,7230825259073637674,jamellebouie,1938
shen.bapiro,7128463612305247534,theonion,2115
shen.bapiro,7118186124496948526,alluringskull,1509
shen.bapiro,7192386887263505710,coachlewgrizz,1188
shen.bapiro,7244684631428156699,strontiummuffin,7583
shen.bapiro,7164133351329238318,theonion,2315
shadowrosepaiton,7476474190137249070,razorbladecactus,197
shadowrosepaiton,7475529470221372714,omarsbigsister,17
shadowrosepaiton,7475804325487447342,litwafflehouse,1415
shadowrosepaiton,7476920448106761514,pearlmania500,12329
shadowrosepaiton,7476304433475751214,razorbladecactus,2470
shadowrosepaiton,7476294256097791278,razorbladecactus,11655
shadowrosepaiton,7476630566050303278,razorbladecactus,9465
shadowrosepaiton,7476872617383709995,razorbladecactus,152
shadowrosepaiton,7476519901096660242,majd.awad1234,22992
shadowrosepaiton,7476894301566422315,showme_yourmask,972
shadowrosepaiton,7476153596975811862,sambentley,7660
shadowrosepaiton,7476870351637744942,razorbladecactus,862
shadowrosepaiton,7476306892390780206,razorbladecactus,179
shadowrosepaiton,7476469843592596782,razorbladecactus,2771
shadowrosepaiton,7475899315060280606,polnareffstoe,13211
shadowrosepaiton,7476940461861604650,chaosradio6,674
shadowrosepaiton,7476941526094843182,franniestein,136
shadowrosepaiton,7476886210665909550,razorbladecactus,225
shadowrosepaiton,7461714218279111982,litwafflehouse,2508
shadowrosepaiton,7462377238223146247,twins_mohamed.khaled,16202
nilgravity,7476980982608907566,virgo_blade,14
nilgravity,7463192334776143146,ron_funches,30314
nilgravity,7472583094952791326,actuallystopitryan,15299
nilgravity,7466192616787315999,apricotshake,88
nilgravity,7474690612122373422,genx_michelle,15963
nilgravity,7475100805255793951,jasonkpargin,826
nilgravity,7475158329774312735,y2kspiral,20898
nilgravity,7472037089937198366,jrileybradford77,1244
nilgravity,7475391207292767534,mackenzie.cole,14086
nilgravity,7477209408947391790,confusedalbatross,4
nilgravity,7446090349551815968,elieli0000,19570
nilgravity,7475242933881556246,chatsvibez,269424
nilgravity,7473812192425512234,voidburger,4735
nilgravity,7474467991455829291,comicbookhistorians,76
nilgravity,7475739358016933150,kelseywintonauthor,127
nilgravity,7461309948086078763,millennialellie,1842
nilgravity,7472573888480726315,aptkr_,72209
nilgravity,7472874253700893983,heartthrobert,22026
nilgravity,7474823363903409454,elisabethwheatley,3793
the_gezus,7466903430359993630,austinkitt1,17
the_gezus,7446907192822746414,gordonjamessill,0
the_gezus,7457730542558088494,hormonespecialist,58367
the_gezus,7349096591506066706,pakhtunzoya,4
the_gezus,7454086530844347656,trtworld,11780
the_gezus,7473946195052793119,thecamhigby,17
the_gezus,7464762869536574750,thegentcode,19
the_gezus,7451694412049993002,naturejab,2164
the_gezus,7473563194909543726,tanner.leatherstein,1454
the_gezus,7448056690991205675,cali1971s,1
the_gezus,7471020051076861227,0dayctf,15728
the_gezus,7473592283942620447,5149jamesli,2574
the_gezus,7461421153198869806,civil_rights707,11
the_gezus,7463607982673186094,dolliwright313,2
the_gezus,7458467421561802030,lacityrat,3
the_gezus,7463267253937753350,mary.kutter630,0
the_gezus,7470392693642857770,heathermcdonald,454
the_gezus,7458500452360129838,civil_rights707,21
the_gezus,7456551037764259118,jmaz1962,1523
the_gezus,7462379854265142559,thegentcode,1
peter.rizzardi.fitness,7459275565472828703,philsvitek,295
peter.rizzardi.fitness,7458041690398526762,ashwhyy,31457
peter.rizzardi.fitness,7466570242551041326,killmonger_1551,2558
peter.rizzardi.fitness,7436857225789918507,mrcultdaddy,192849
peter.rizzardi.fitness,7444268387095661866,readingafricana,2841
peter.rizzardi.fitness,7461182119272926494,runoffsentence,51711
peter.rizzardi.fitness,7449143660362403103,rachellapointe,13349
peter.rizzardi.fitness,7462509581634112799,runoffsentence,193672
peter.rizzardi.fitness,7469698123812605226,aketchjoywinnie,31664
peter.rizzardi.fitness,7461735299429879086,aoc,99858
peter.rizzardi.fitness,7458410933849754911,drjessicaknurick,4193
peter.rizzardi.fitness,7467703557483957537,jupiterbaal,1213
peter.rizzardi.fitness,7461665411382119688,mg081620rw4,9475
peter.rizzardi.fitness,7462152418659175710,drjessicaknurick,806
peter.rizzardi.fitness,7443272392098483499,dasiadoesit,11422
peter.rizzardi.fitness,7461705827464809771,couriernewsroom,37112
peter.rizzardi.fitness,7455869501977021726,kingjeanty1989,329
peter.rizzardi.fitness,7454989177726291230,therecount,67709
peter.rizzardi.fitness,7436256658852105518,pottymouthpollyanna,365660
matthewlayson,7474956782142606614,steven,51394
matthewlayson,7462804541143158062,colethesciencedude,1433
matthewlayson,7472007109161291050,raquel_capacity_expert,9043
matthewlayson,7475397515785948458,sociallykylie,7997
matthewlayson,7474868370169466155,aleclace,22386
matthewlayson,7475529596272708869,plantbasedbride,23932
matthewlayson,7472539280515058974,if.mo.only.knew,2087
matthewlayson,7473228329059945770,pdsbiz,189
matthewlayson,7475056502903033110,jack.lawro,3639
matthewlayson,7473335264715230507,prestonstew,1418
matthewlayson,7471767407812480302,kencoleman,4545
matthewlayson,7472870012714224927,jashiproject,1155
matthewlayson,7476560678887722283,prestonstew,2257
matthewlayson,7475579409815145774,quinlanwalther,39639
matthewlayson,7475874756043083051,lisaremillard,12707
matthewlayson,7472810330104646955,trainbloom,21569
matthewlayson,7465379848928808238,overcash31,53671
matthewlayson,7473262055244467498,womptomp,1208
matthewlayson,7473178095613267243,rillotok,100436
matthewlayson,7475172709370957087,joeycontino2,1423
belle0fthebaal2,7412370131264752938,sash1e,6358
belle0fthebaal2,7416812728733502751,theonion,180083
belle0fthebaal2,7413380454230871338,sash1e,14399
belle0fthebaal2,7416776551670369568,light_amongst_the_dark,2
belle0fthebaal2,7413085821516959009,scottywartooth,10039
belle0fthebaal2,7416416409921539360,thwacktok,3587
belle0fthebaal2,7414902633967734062,meltingmagnolia,17205
belle0fthebaal2,7415964513532415265,stumbling.through.oxford,2447
belle0fthebaal2,7412732852980272427,nowthisimpact,242791
belle0fthebaal2,7416390914886716703,vanessabuhnessuh,1198
belle0fthebaal2,7386330887861849377,fishermanernie,43363
belle0fthebaal2,7415620625395502369,alicedoeswonderland,1231
belle0fthebaal2,7393819514758122794,sash1e,20443
belle0fthebaal2,7400105823105584417,jammi.dodger,3861
belle0fthebaal2,7415723670141750561,jammi.dodger,10706
belle0fthebaal2,7395280750922190112,robyn_holdaway,448
belle0fthebaal2,7415335287619996958,kamalahq,77460
belle0fthebaal2,7413550942223666462,geekynerdbitchcarmen,65407
belle0fthebaal2,7406979766810578218,jackbnimble94,33630
weatherandradar_usa,7156624665681841454,federicowx,0
berncodems,7280323026699242798,youngdemsnm,4
berncodems,7254212867547843883,youngdemsnm,0
berncodems,7294398286629195054,nm_dreamteam,0
silly_n8tive,7476524542916185386,brianawhitneytv,678
silly_n8tive,7472889706720628011,cher7197,269
silly_n8tive,7473167838271016238,batdadblakes,13703
silly_n8tive,7474370688401493294,henryspackle,8653
silly_n8tive,7463880587045047594,logicrules1,4974
silly_n8tive,7461800528071216415,puppydog4421,241
silly_n8tive,7475382409790246175,kupacahuillaapache,7
silly_n8tive,7475013242578930975,kupacahuillaapache,120
silly_n8tive,7470531457057049902,ernest.505,7657
silly_n8tive,7468835364820798766,markfisher82,1566
silly_n8tive,7468945867148430638,nbcnews,40820
silly_n8tive,7474714761351974174,marybelcasillas1,443
silly_n8tive,7468072537008803118,vagabondartist,2797
silly_n8tive,7475713533653585198,fmomguilt,822
silly_n8tive,7476253764198862126,brianawhitneytv,13744
silly_n8tive,7470193670873124142,bigdoedaddy,16854
silly_n8tive,7471716250687704366,art_tenorio,1486
silly_n8tive,7469595596714724651,rbk4819,182
silly_n8tive,7473148735393123630,whattheging,241
nehemiahcruz,7476313989215980831,vixx1110qvb,0
nehemiahcruz,7396447955131141382,joker.official.isaac,1593
nehemiahcruz,7193855034713640238,yuddygangtv,1175
nehemiahcruz,7158673156654239018,sherbear.20,591
nehemiahcruz,7476311268689792286,vixx1110qvb,0
nehemiahcruz,7137813931833281834,jeff_bryant17,12296
nehemiahcruz,7160981670382947589,jessecomanche,2101
nehemiahcruz,7308082110844161322,regcharging,1309
leftoutpod,7449078413765152030,cbsmornings,85
leftoutpod,7455799646657547566,msnbc,16396
leftoutpod,7448734746001247534,cnn,5318
